user_id,blacklist_ip,reason
3452,192.168.203.3,Large transaction
8587,192.168.80.116,Suspicious IP
2100,192.168.81.83,Failed logins
7068,192.168.15.236,Failed logins
1964,192.168.180.23,Failed logins
6375,192.168.242.97,Suspicious IP
6953,192.168.101.212,Failed logins
6427,192.168.109.249,Suspicious IP
4390,192.168.138.178,Failed logins
7174,192.168.112.74,High-frequency access
8843,192.168.153.45,Large transaction
1768,192.168.73.45,High-frequency access
8235,192.168.27.92,Suspicious IP
7691,192.168.141.155,Suspicious IP
131,192.168.36.69,Suspicious IP
4306,192.168.218.60,Large transaction
4045,192.168.83.131,Large transaction
6723,192.168.133.140,Large transaction
6679,192.168.121.35,Large transaction
3480,192.168.160.30,Failed logins
1449,192.168.43.222,Suspicious IP
5464,192.168.14.240,Failed logins
4898,192.168.81.142,Large transaction
6431,192.168.189.238,Suspicious IP
4827,192.168.210.67,Large transaction
3002,192.168.220.138,High-frequency access
1183,192.168.174.76,Failed logins
4525,192.168.0.112,Failed logins
6274,192.168.184.232,Large transaction
9406,192.168.85.155,Large transaction
3433,192.168.38.58,Large transaction
7726,192.168.13.189,Large transaction
9436,192.168.138.112,Failed logins
4464,192.168.201.207,Failed logins
2958,192.168.36.51,Suspicious IP
7693,192.168.178.225,Large transaction
4649,192.168.56.145,High-frequency access
5371,192.168.29.199,Failed logins
6516,192.168.187.149,Large transaction
4301,192.168.26.109,Suspicious IP
1387,192.168.93.57,Large transaction
7744,192.168.36.33,Failed logins
6794,192.168.233.131,Large transaction
1334,192.168.104.253,Failed logins
482,192.168.136.89,Suspicious IP
4194,192.168.71.23,Large transaction
7411,192.168.24.218,Suspicious IP
8779,192.168.161.154,Failed logins
1196,192.168.114.43,High-frequency access
9892,192.168.131.250,Large transaction
7188,192.168.244.13,High-frequency access
8474,192.168.83.201,High-frequency access
5987,192.168.102.180,Large transaction
3488,192.168.108.179,Suspicious IP
1400,192.168.68.159,Failed logins
6361,192.168.139.27,Large transaction
6532,192.168.255.41,Failed logins
7585,192.168.24.121,High-frequency access
1583,192.168.1.127,Failed logins
8175,192.168.224.94,Failed logins
8840,192.168.241.220,Large transaction
468,192.168.13.117,Suspicious IP
1500,192.168.14.96,Failed logins
9915,192.168.56.15,Suspicious IP
8252,192.168.72.108,Failed logins
6558,192.168.95.117,Large transaction
6759,192.168.174.94,Large transaction
4865,192.168.76.215,Failed logins
5344,192.168.1.162,Suspicious IP
2625,192.168.151.163,Large transaction
3728,192.168.193.13,High-frequency access
9595,192.168.21.164,Suspicious IP
5237,192.168.5.104,Suspicious IP
888,192.168.94.137,High-frequency access
5294,192.168.41.102,Suspicious IP
6284,192.168.242.249,Large transaction
1100,192.168.208.61,Suspicious IP
7590,192.168.150.92,Suspicious IP
9252,192.168.16.190,Suspicious IP
9989,192.168.151.94,Failed logins
2787,192.168.113.136,Large transaction
8695,192.168.255.120,Failed logins
6107,192.168.105.156,Suspicious IP
2967,192.168.24.116,Suspicious IP
9907,192.168.72.150,High-frequency access
7023,192.168.57.233,Suspicious IP
3169,192.168.253.51,Large transaction
8110,192.168.122.3,Large transaction
4288,192.168.168.169,High-frequency access
3167,192.168.100.37,Suspicious IP
662,192.168.16.93,Failed logins
2539,192.168.66.86,Suspicious IP
8212,192.168.163.211,High-frequency access
5776,192.168.11.227,Failed logins
9492,192.168.119.23,Suspicious IP
5290,192.168.219.55,High-frequency access
402,192.168.40.252,Suspicious IP
3385,192.168.175.14,Large transaction
6105,192.168.113.243,Large transaction
8525,192.168.92.123,High-frequency access
584,192.168.120.132,Suspicious IP
5846,192.168.193.174,High-frequency access
945,192.168.138.99,Suspicious IP
8878,192.168.253.234,Large transaction
9240,192.168.102.217,High-frequency access
9213,192.168.18.3,High-frequency access
2118,192.168.36.0,Large transaction
895,192.168.26.170,Large transaction
3398,192.168.31.168,Failed logins
3980,192.168.229.201,High-frequency access
8930,192.168.161.223,High-frequency access
5926,192.168.3.93,High-frequency access
1506,192.168.144.209,Large transaction
8244,192.168.190.173,Failed logins
8002,192.168.158.172,Large transaction
2672,192.168.124.28,Large transaction
9068,192.168.153.192,Large transaction
7193,192.168.242.112,Failed logins
7068,192.168.186.111,Large transaction
2388,192.168.51.119,Failed logins
5948,192.168.163.89,High-frequency access
7837,192.168.62.167,Large transaction
4937,192.168.44.189,High-frequency access
9929,192.168.220.0,Suspicious IP
2910,192.168.235.54,High-frequency access
1089,192.168.209.217,High-frequency access
9416,192.168.40.75,Large transaction
4032,192.168.53.51,High-frequency access
8290,192.168.207.68,Suspicious IP
7956,192.168.248.239,Suspicious IP
2656,192.168.146.78,Large transaction
1033,192.168.32.221,High-frequency access
7892,192.168.65.104,Suspicious IP
8974,192.168.188.157,High-frequency access
4734,192.168.241.151,Failed logins
7015,192.168.0.100,Failed logins
345,192.168.37.216,High-frequency access
7857,192.168.193.37,Failed logins
9430,192.168.35.42,High-frequency access
6092,192.168.180.230,Suspicious IP
1523,192.168.189.196,Suspicious IP
5263,192.168.85.190,High-frequency access
5223,192.168.35.236,Failed logins
4384,192.168.215.226,Failed logins
2591,192.168.137.151,Failed logins
8431,192.168.211.5,High-frequency access
7056,192.168.111.252,Failed logins
6564,192.168.95.110,Failed logins
5122,192.168.118.239,Failed logins
421,192.168.96.145,Failed logins
4313,192.168.237.157,High-frequency access
3091,192.168.29.93,Failed logins
979,192.168.141.183,Suspicious IP
6063,192.168.97.175,Suspicious IP
3784,192.168.157.252,High-frequency access
5894,192.168.184.238,Large transaction
2201,192.168.154.213,Large transaction
1679,192.168.104.243,Suspicious IP
8489,192.168.18.127,Failed logins
8530,192.168.200.63,Large transaction
6979,192.168.40.88,High-frequency access
1638,192.168.232.23,Large transaction
70,192.168.235.124,Failed logins
478,192.168.199.213,Failed logins
3037,192.168.214.60,Suspicious IP
2879,192.168.60.183,Large transaction
5245,192.168.213.49,High-frequency access
2890,192.168.21.198,High-frequency access
4582,192.168.49.57,Suspicious IP
4401,192.168.184.226,Failed logins
69,192.168.59.78,Large transaction
4345,192.168.206.233,High-frequency access
5246,192.168.110.248,Failed logins
8857,192.168.52.22,Failed logins
7450,192.168.171.0,Large transaction
9921,192.168.142.238,Failed logins
6695,192.168.49.162,Suspicious IP
5955,192.168.117.224,Suspicious IP
6880,192.168.176.214,Suspicious IP
8723,192.168.146.126,Failed logins
6256,192.168.191.161,Large transaction
4114,192.168.0.105,Large transaction
7951,192.168.122.28,Failed logins
2014,192.168.101.22,Suspicious IP
3102,192.168.180.40,Large transaction
6821,192.168.147.77,Suspicious IP
9136,192.168.67.96,Failed logins
5305,192.168.237.16,Failed logins
7776,192.168.152.20,Large transaction
1511,192.168.199.245,Failed logins
3080,192.168.224.150,Failed logins
7523,192.168.86.134,High-frequency access
4112,192.168.9.67,High-frequency access
9673,192.168.163.243,Large transaction
2619,192.168.216.21,Suspicious IP
4842,192.168.38.87,Failed logins
2926,192.168.228.177,Failed logins
4885,192.168.59.20,Large transaction
7505,192.168.141.8,Failed logins
6501,192.168.224.139,High-frequency access
7693,192.168.30.206,Failed logins
2334,192.168.142.146,Suspicious IP
6078,192.168.24.122,High-frequency access
6092,192.168.112.219,Suspicious IP
6419,192.168.4.145,High-frequency access
6041,192.168.158.225,Suspicious IP
2371,192.168.116.115,Failed logins
2516,192.168.164.138,High-frequency access
585,192.168.242.161,Suspicious IP
6659,192.168.226.102,Suspicious IP
4451,192.168.37.47,Large transaction
9443,192.168.242.17,Suspicious IP
9805,192.168.91.164,High-frequency access
1157,192.168.112.14,Suspicious IP
4414,192.168.167.79,Failed logins
614,192.168.16.43,Failed logins
4802,192.168.62.190,Suspicious IP
5690,192.168.16.171,High-frequency access
879,192.168.118.206,Failed logins
6605,192.168.11.250,Suspicious IP
319,192.168.42.138,Failed logins
8817,192.168.67.48,Failed logins
8891,192.168.231.244,Failed logins
4964,192.168.37.13,Large transaction
6164,192.168.119.105,Large transaction
9978,192.168.200.37,Large transaction
7830,192.168.220.110,Large transaction
811,192.168.162.113,High-frequency access
2933,192.168.86.244,Large transaction
9001,192.168.116.42,Failed logins
6564,192.168.29.180,Suspicious IP
4813,192.168.126.121,High-frequency access
8896,192.168.79.137,Large transaction
2178,192.168.226.38,Suspicious IP
6111,192.168.222.28,Large transaction
6019,192.168.251.112,High-frequency access
9244,192.168.173.156,High-frequency access
5953,192.168.220.125,Suspicious IP
7546,192.168.124.73,High-frequency access
9352,192.168.144.119,Suspicious IP
3531,192.168.241.166,High-frequency access
2593,192.168.234.248,High-frequency access
9565,192.168.238.14,Suspicious IP
5937,192.168.34.227,Large transaction
1328,192.168.17.210,Large transaction
1330,192.168.60.235,Suspicious IP
6669,192.168.50.216,Failed logins
1690,192.168.59.23,Suspicious IP
190,192.168.169.135,High-frequency access
3108,192.168.71.135,Suspicious IP
3182,192.168.143.124,Large transaction
8278,192.168.100.21,Failed logins
4893,192.168.40.89,Failed logins
2931,192.168.155.134,Large transaction
7342,192.168.62.196,Failed logins
2484,192.168.51.216,Suspicious IP
6585,192.168.173.59,High-frequency access
5827,192.168.227.141,High-frequency access
3573,192.168.127.204,Failed logins
981,192.168.94.74,Large transaction
7361,192.168.53.149,High-frequency access
3873,192.168.228.105,Failed logins
1170,192.168.137.121,Large transaction
6216,192.168.87.114,Failed logins
6576,192.168.58.131,High-frequency access
4073,192.168.132.74,Large transaction
3363,192.168.146.103,Suspicious IP
7206,192.168.6.197,Large transaction
1416,192.168.87.141,Large transaction
7627,192.168.164.66,Failed logins
2049,192.168.198.14,Large transaction
3430,192.168.18.95,Suspicious IP
3392,192.168.46.110,Large transaction
5952,192.168.249.34,Large transaction
6314,192.168.232.13,Large transaction
3463,192.168.249.14,High-frequency access
9994,192.168.12.133,Failed logins
2692,192.168.200.15,Failed logins
9912,192.168.16.208,Failed logins
3786,192.168.15.123,Failed logins
1322,192.168.186.251,Suspicious IP
9364,192.168.1.75,Suspicious IP
4270,192.168.198.174,Large transaction
9394,192.168.100.113,Large transaction
720,192.168.165.82,High-frequency access
9108,192.168.93.150,Failed logins
3512,192.168.94.40,High-frequency access
9850,192.168.91.72,Suspicious IP
964,192.168.84.156,Suspicious IP
9920,192.168.210.141,Failed logins
4402,192.168.242.207,Suspicious IP
1642,192.168.142.24,High-frequency access
6599,192.168.53.27,Suspicious IP
5705,192.168.141.112,High-frequency access
6230,192.168.222.29,High-frequency access
8309,192.168.168.137,Large transaction
3329,192.168.92.48,Large transaction
2520,192.168.13.136,Failed logins
2030,192.168.113.93,Large transaction
8617,192.168.169.98,High-frequency access
6795,192.168.81.12,Large transaction
2490,192.168.21.224,Large transaction
8132,192.168.117.19,Suspicious IP
910,192.168.165.176,Suspicious IP
6361,192.168.154.105,Large transaction
4013,192.168.108.103,Suspicious IP
5236,192.168.169.223,Suspicious IP
3379,192.168.180.146,Suspicious IP
9321,192.168.120.33,High-frequency access
5618,192.168.234.187,Failed logins
5835,192.168.145.153,Suspicious IP
5820,192.168.216.198,Suspicious IP
6366,192.168.214.214,Large transaction
5469,192.168.215.156,Large transaction
2560,192.168.104.37,Suspicious IP
7088,192.168.226.43,High-frequency access
9613,192.168.169.183,Failed logins
8911,192.168.196.196,Suspicious IP
7347,192.168.76.203,High-frequency access
7283,192.168.74.165,Failed logins
1394,192.168.75.122,Failed logins
1263,192.168.106.237,Large transaction
9770,192.168.22.153,Suspicious IP
2522,192.168.49.193,Failed logins
5664,192.168.37.67,Failed logins
8561,192.168.182.1,Failed logins
3062,192.168.50.34,Large transaction
5836,192.168.70.138,Suspicious IP
5108,192.168.77.207,High-frequency access
235,192.168.67.255,Large transaction
2053,192.168.211.224,High-frequency access
701,192.168.24.228,High-frequency access
2285,192.168.129.92,High-frequency access
2273,192.168.148.29,Failed logins
2562,192.168.75.11,High-frequency access
9606,192.168.112.16,Suspicious IP
9710,192.168.110.45,Large transaction
9899,192.168.46.95,Suspicious IP
1030,192.168.62.20,Suspicious IP
2752,192.168.191.90,Large transaction
3939,192.168.244.243,High-frequency access
3256,192.168.16.13,Suspicious IP
9336,192.168.99.121,Suspicious IP
4424,192.168.194.215,Failed logins
4003,192.168.250.92,High-frequency access
9713,192.168.164.92,Large transaction
731,192.168.158.250,Failed logins
2042,192.168.88.151,High-frequency access
8946,192.168.74.26,High-frequency access
3663,192.168.227.241,High-frequency access
4364,192.168.179.54,Large transaction
3681,192.168.140.183,Suspicious IP
7520,192.168.114.145,Failed logins
4618,192.168.183.253,Failed logins
5269,192.168.105.101,High-frequency access
2554,192.168.17.244,Failed logins
299,192.168.25.178,Failed logins
480,192.168.146.127,Large transaction
3153,192.168.188.194,High-frequency access
8680,192.168.159.218,Large transaction
2709,192.168.255.146,Failed logins
4978,192.168.87.55,High-frequency access
3444,192.168.136.151,Suspicious IP
2963,192.168.156.11,High-frequency access
3701,192.168.38.4,Failed logins
8213,192.168.199.204,High-frequency access
2037,192.168.98.115,Suspicious IP
4833,192.168.131.44,Large transaction
4778,192.168.255.29,Suspicious IP
6548,192.168.253.42,Large transaction
9993,192.168.177.179,Suspicious IP
5351,192.168.246.133,Failed logins
9870,192.168.139.244,Failed logins
9156,192.168.138.226,High-frequency access
4260,192.168.17.109,Large transaction
8792,192.168.178.211,Failed logins
1622,192.168.190.165,Failed logins
1022,192.168.9.62,High-frequency access
1267,192.168.15.23,High-frequency access
6403,192.168.80.17,Suspicious IP
9549,192.168.71.217,Suspicious IP
4342,192.168.185.41,Failed logins
1670,192.168.132.103,High-frequency access
8121,192.168.215.51,Failed logins
8872,192.168.221.130,Large transaction
9422,192.168.228.168,Failed logins
6084,192.168.134.231,Suspicious IP
7250,192.168.254.117,Large transaction
6927,192.168.103.33,Large transaction
5456,192.168.57.96,Large transaction
7679,192.168.7.195,Failed logins
2488,192.168.128.141,Large transaction
9701,192.168.209.126,Suspicious IP
4904,192.168.125.75,Suspicious IP
4795,192.168.104.98,High-frequency access
9665,192.168.225.246,High-frequency access
9798,192.168.79.132,High-frequency access
9401,192.168.58.164,Suspicious IP
8493,192.168.162.113,High-frequency access
9198,192.168.247.166,Suspicious IP
5569,192.168.97.112,Suspicious IP
3470,192.168.16.77,High-frequency access
9198,192.168.213.0,Failed logins
3350,192.168.176.5,Failed logins
190,192.168.6.253,Suspicious IP
9443,192.168.188.184,Failed logins
1013,192.168.144.198,Failed logins
4580,192.168.240.148,High-frequency access
2199,192.168.230.232,High-frequency access
1186,192.168.0.26,High-frequency access
9448,192.168.145.253,Suspicious IP
6961,192.168.36.215,Large transaction
7367,192.168.229.181,Suspicious IP
9171,192.168.106.25,Suspicious IP
8155,192.168.200.252,High-frequency access
8978,192.168.85.21,Failed logins
9479,192.168.149.38,Large transaction
5439,192.168.133.21,Failed logins
1362,192.168.26.199,Large transaction
8827,192.168.107.3,Failed logins
1763,192.168.10.39,Suspicious IP
